Invoice ID,Branch,City,Product line,Unit price,Quantity,COGS,VAT,Total ,gross income,gross margin percentage,Rating,Customer type,Gender,Payment,Date,Day name,Month name,Time,Time of day
727-17-0390,A,Yangon,Food and beverages,63.61,5,318.05,15.9025,333.9525,15.9025,4.761904762,4.8,Normal,Female,Ewallet,3/16/2019,Saturday,March,12:43:00,Afternoon
568-88-3448,A,Yangon,Health and beauty,25,1,25,1.25,26.25,1.25,4.761904762,5.5,Normal,Male,Ewallet,3/3/2019,Sunday,March,15:09:00,Afternoon
187-83-5490,A,Yangon,Electronic accessories,20.77,4,83.08,4.154,87.234,4.154,4.761904762,4.7,Member,Male,Cash,1/31/2019,Thursday,January,13:47:00,Afternoon
767-54-1907,B,Mandalay,Fashion accessories,29.56,5,147.8,7.39,155.19,7.39,4.761904762,6.9,Member,Female,Cash,2/13/2019,Wednesday,February,16:59:00,Afternoon
710-46-4433,B,Mandalay,Food and beverages,77.4,9,696.6,34.83,731.43,34.83,4.761904762,4.5,Member,Female,Credit card,2/15/2019,Friday,February,14:15:00,Afternoon
533-33-5337,B,Mandalay,Electronic accessories,79.39,10,793.9,39.695,833.595,39.695,4.761904762,6.2,Normal,Male,Cash,2/7/2019,Thursday,February,20:24:00,Evening
325-90-8763,C,Naypyitaw,Electronic accessories,46.57,10,465.7,23.285,488.985,23.285,4.761904762,7.6,Member,Female,Cash,1/27/2019,Sunday,January,13:58:00,Afternoon
729-46-7422,C,Naypyitaw,Food and beverages,35.89,1,35.89,1.7945,37.6845,1.7945,4.761904762,7.9,Normal,Male,Credit card,2/23/2019,Saturday,February,16:52:00,Afternoon
639-76-1242,C,Naypyitaw,Food and beverages,40.52,5,202.6,10.13,212.73,10.13,4.761904762,4.5,Normal,Male,Cash,2/3/2019,Sunday,February,15:19:00,Afternoon
234-03-4040,B,Mandalay,Food and beverages,73.05,10,730.5,36.525,767.025,36.525,4.761904762,8.7,Member,Female,Credit card,3/3/2019,Sunday,March,12:25:00,Afternoon
326-71-2155,C,Naypyitaw,Sports and travel,73.95,4,295.8,14.79,310.59,14.79,4.761904762,6.1,Normal,Female,Cash,2/3/2019,Sunday,February,10:02:00,Morning
320-32-8842,C,Naypyitaw,Food and beverages,22.62,1,22.62,1.131,23.751,1.131,4.761904762,6.4,Member,Female,Cash,3/17/2019,Sunday,March,18:58:00,Evening
470-32-9057,A,Yangon,Food and beverages,51.34,5,256.7,12.835,269.535,12.835,4.761904762,9.1,Member,Male,Credit card,3/28/2019,Thursday,March,15:31:00,Afternoon
878-30-2331,C,Naypyitaw,Sports and travel,54.55,10,545.5,27.275,572.775,27.275,4.761904762,7.1,Member,Female,Credit card,3/2/2019,Saturday,March,11:22:00,Morning
440-59-5691,C,Naypyitaw,Health and beauty,37.15,7,260.05,13.0025,273.0525,13.0025,4.761904762,7.7,Member,Female,Credit card,2/8/2019,Friday,February,13:12:00,Afternoon
554-53-3790,B,Mandalay,Sports and travel,37.02,6,222.12,11.106,233.226,11.106,4.761904762,4.5,Normal,Male,Cash,3/22/2019,Friday,March,18:33:00,Evening
746-19-0921,C,Naypyitaw,Food and beverages,21.58,1,21.58,1.079,22.659,1.079,4.761904762,7.2,Normal,Male,Ewallet,2/9/2019,Saturday,February,10:02:00,Morning
233-34-0817,C,Naypyitaw,Electronic accessories,98.84,1,98.84,4.942,103.782,4.942,4.761904762,8.4,Member,Female,Cash,2/15/2019,Friday,February,11:21:00,Morning
767-05-1286,C,Naypyitaw,Home and lifestyle,83.77,6,502.62,25.131,527.751,25.131,4.761904762,5.4,Member,Female,Ewallet,1/23/2019,Wednesday,January,12:10:00,Afternoon
340-21-9136,A,Yangon,Sports and travel,40.05,4,160.2,8.01,168.21,8.01,4.761904762,9.7,Member,Female,Cash,1/25/2019,Friday,January,11:40:00,Morning
405-31-3305,A,Yangon,Fashion accessories,43.13,10,431.3,21.565,452.865,21.565,4.761904762,5.5,Member,Male,Credit card,2/2/2019,Saturday,February,18:31:00,Evening
731-59-7531,B,Mandalay,Health and beauty,72.57,8,580.56,29.028,609.588,29.028,4.761904762,4.6,Member,Male,Cash,3/30/2019,Saturday,March,17:58:00,Afternoon
676-39-6028,A,Yangon,Electronic accessories,64.44,5,322.2,16.11,338.31,16.11,4.761904762,6.6,Member,Female,Cash,3/30/2019,Saturday,March,17:04:00,Afternoon
502-05-1910,A,Yangon,Health and beauty,65.18,3,195.54,9.777,205.317,9.777,4.761904762,6.3,Normal,Male,Credit card,2/25/2019,Monday,February,20:35:00,Evening
485-30-8700,A,Yangon,Sports and travel,33.26,5,166.3,8.315,174.615,8.315,4.761904762,4.2,Normal,Female,Credit card,3/18/2019,Monday,March,16:10:00,Afternoon
598-47-9715,C,Naypyitaw,Electronic accessories,84.07,4,336.28,16.814,353.094,16.814,4.761904762,4.4,Normal,Male,Ewallet,3/7/2019,Thursday,March,16:54:00,Afternoon
701-69-8742,B,Mandalay,Sports and travel,34.37,10,343.7,17.185,360.885,17.185,4.761904762,6.7,Normal,Male,Ewallet,3/16/2019,Saturday,March,10:11:00,Morning
575-67-1508,A,Yangon,Electronic accessories,38.6,1,38.6,1.93,40.53,1.93,4.761904762,6.7,Normal,Male,Ewallet,1/29/2019,Tuesday,January,11:26:00,Morning
541-08-3113,C,Naypyitaw,Food and beverages,65.97,8,527.76,26.388,554.148,26.388,4.761904762,8.4,Normal,Male,Cash,2/2/2019,Saturday,February,20:29:00,Evening
246-11-3901,C,Naypyitaw,Electronic accessories,32.8,10,328,16.4,344.4,16.4,4.761904762,6.2,Normal,Female,Cash,2/15/2019,Friday,February,12:12:00,Afternoon
674-15-9296,A,Yangon,Sports and travel,37.14,5,185.7,9.285,194.985,9.285,4.761904762,5,Normal,Male,Ewallet,1/8/2019,Tuesday,January,13:05:00,Afternoon
305-18-3552,B,Mandalay,Home and lifestyle,60.38,10,603.8,30.19,633.99,30.19,4.761904762,6,Member,Male,Cash,2/12/2019,Tuesday,February,16:19:00,Afternoon
493-65-6248,C,Naypyitaw,Sports and travel,36.98,10,369.8,18.49,388.29,18.49,4.761904762,7,Member,Female,Credit card,1/1/2019,Tuesday,January,19:48:00,Evening
438-01-4015,B,Mandalay,Sports and travel,49.49,4,197.96,9.898,207.858,9.898,4.761904762,6.6,Member,Female,Ewallet,3/21/2019,Thursday,March,15:25:00,Afternoon
709-58-4068,B,Mandalay,Fashion accessories,41.09,10,410.9,20.545,431.445,20.545,4.761904762,7.3,Normal,Female,Cash,2/28/2019,Thursday,February,14:42:00,Afternoon
795-49-7276,A,Yangon,Fashion accessories,37.15,4,148.6,7.43,156.03,7.43,4.761904762,8.3,Normal,Male,Ewallet,3/23/2019,Saturday,March,18:59:00,Evening
556-72-8512,C,Naypyitaw,Home and lifestyle,22.96,1,22.96,1.148,24.108,1.148,4.761904762,4.3,Normal,Male,Cash,1/30/2019,Wednesday,January,20:47:00,Evening
627-95-3243,B,Mandalay,Home and lifestyle,77.68,9,699.12,34.956,734.076,34.956,4.761904762,9.8,Member,Female,Ewallet,2/4/2019,Monday,February,13:21:00,Afternoon
686-41-0932,B,Mandalay,Fashion accessories,34.7,2,69.4,3.47,72.87,3.47,4.761904762,8.2,Normal,Female,Ewallet,3/13/2019,Wednesday,March,19:48:00,Evening
510-09-5628,A,Yangon,Fashion accessories,19.66,10,196.6,9.83,206.43,9.83,4.761904762,7.2,Member,Female,Credit card,3/15/2019,Friday,March,18:20:00,Evening
608-04-3797,B,Mandalay,Health and beauty,25.32,8,202.56,10.128,212.688,10.128,4.761904762,8.7,Member,Female,Ewallet,3/5/2019,Tuesday,March,20:24:00,Evening
148-82-2527,C,Naypyitaw,Home and lifestyle,12.12,10,121.2,6.06,127.26,6.06,4.761904762,8.4,Member,Female,Credit card,3/5/2019,Tuesday,March,13:44:00,Afternoon
437-53-3084,B,Mandalay,Fashion accessories,99.89,2,199.78,9.989,209.769,9.989,4.761904762,7.1,Normal,Male,Ewallet,2/26/2019,Tuesday,February,11:48:00,Morning
632-32-4574,B,Mandalay,Sports and travel,75.92,8,607.36,30.368,637.728,30.368,4.761904762,5.5,Normal,Male,Cash,3/20/2019,Wednesday,March,14:14:00,Afternoon
556-97-7101,C,Naypyitaw,Electronic accessories,63.22,2,126.44,6.322,132.762,6.322,4.761904762,8.5,Normal,Female,Cash,1/1/2019,Tuesday,January,15:51:00,Afternoon
862-59-8517,C,Naypyitaw,Food and beverages,90.24,6,541.44,27.072,568.512,27.072,4.761904762,6.2,Normal,Female,Cash,1/27/2019,Sunday,January,11:17:00,Morning
401-18-8016,B,Mandalay,Sports and travel,98.13,1,98.13,4.9065,103.0365,4.9065,4.761904762,8.9,Member,Female,Cash,1/21/2019,Monday,January,17:36:00,Afternoon
420-18-8989,A,Yangon,Sports and travel,51.52,8,412.16,20.608,432.768,20.608,4.761904762,9.6,Member,Female,Cash,2/2/2019,Saturday,February,15:47:00,Afternoon
277-63-2961,B,Mandalay,Sports and travel,73.97,1,73.97,3.6985,77.6685,3.6985,4.761904762,5.4,Member,Male,Credit card,2/3/2019,Sunday,February,15:53:00,Afternoon
573-98-8548,C,Naypyitaw,Fashion accessories,31.9,1,31.9,1.595,33.495,1.595,4.761904762,9.1,Member,Female,Ewallet,1/5/2019,Saturday,January,12:40:00,Afternoon
620-02-2046,C,Naypyitaw,Home and lifestyle,69.4,2,138.8,6.94,145.74,6.94,4.761904762,9,Normal,Male,Ewallet,1/27/2019,Sunday,January,19:48:00,Evening
282-35-2475,B,Mandalay,Sports and travel,93.31,2,186.62,9.331,195.951,9.331,4.761904762,6.3,Normal,Female,Cash,3/25/2019,Monday,March,17:53:00,Afternoon
511-54-3087,B,Mandalay,Sports and travel,88.45,1,88.45,4.4225,92.8725,4.4225,4.761904762,9.5,Normal,Male,Credit card,2/25/2019,Monday,February,16:36:00,Afternoon
726-29-6793,A,Yangon,Electronic accessories,24.18,8,193.44,9.672,203.112,9.672,4.761904762,9.8,Member,Male,Ewallet,1/28/2019,Monday,January,20:54:00,Evening
387-49-4215,B,Mandalay,Sports and travel,48.5,3,145.5,7.275,152.775,7.275,4.761904762,6.7,Member,Female,Cash,1/8/2019,Tuesday,January,12:50:00,Afternoon
862-17-9201,B,Mandalay,Food and beverages,84.05,6,504.3,25.215,529.515,25.215,4.761904762,7.7,Normal,Female,Credit card,1/29/2019,Tuesday,January,10:48:00,Morning
291-21-5991,B,Mandalay,Health and beauty,61.29,5,306.45,15.3225,321.7725,15.3225,4.761904762,7,Member,Male,Cash,3/29/2019,Friday,March,14:28:00,Afternoon
602-80-9671,C,Naypyitaw,Home and lifestyle,15.95,6,95.7,4.785,100.485,4.785,4.761904762,5.1,Member,Female,Credit card,2/9/2019,Saturday,February,17:15:00,Afternoon
347-72-6115,B,Mandalay,Sports and travel,90.74,7,635.18,31.759,666.939,31.759,4.761904762,6.2,Member,Female,Credit card,1/16/2019,Wednesday,January,18:03:00,Evening
209-61-0206,A,Yangon,Home and lifestyle,42.91,5,214.55,10.7275,225.2775,10.7275,4.761904762,6.1,Normal,Female,Ewallet,1/5/2019,Saturday,January,17:29:00,Afternoon
595-27-4851,A,Yangon,Fashion accessories,54.28,7,379.96,18.998,398.958,18.998,4.761904762,9.3,Normal,Female,Ewallet,1/27/2019,Sunday,January,18:05:00,Evening
189-52-0236,A,Yangon,Electronic accessories,99.55,7,696.85,34.8425,731.6925,34.8425,4.761904762,7.6,Normal,Male,Cash,3/14/2019,Thursday,March,12:07:00,Afternoon
503-07-0930,C,Naypyitaw,Sports and travel,58.39,7,408.73,20.4365,429.1665,20.4365,4.761904762,8.2,Member,Male,Credit card,2/23/2019,Saturday,February,19:49:00,Evening
413-20-6708,C,Naypyitaw,Fashion accessories,51.47,1,51.47,2.5735,54.0435,2.5735,4.761904762,8.5,Member,Female,Ewallet,3/18/2019,Monday,March,15:52:00,Afternoon
425-85-2085,B,Mandalay,Health and beauty,54.86,5,274.3,13.715,288.015,13.715,4.761904762,9.8,Member,Male,Ewallet,3/29/2019,Friday,March,16:48:00,Afternoon
521-18-7827,C,Naypyitaw,Home and lifestyle,39.39,5,196.95,9.8475,206.7975,9.8475,4.761904762,8.7,Member,Male,Credit card,1/22/2019,Tuesday,January,20:46:00,Evening
220-28-1851,A,Yangon,Home and lifestyle,34.73,2,69.46,3.473,72.933,3.473,4.761904762,9.7,Normal,Male,Ewallet,3/1/2019,Friday,March,18:14:00,Evening
600-38-9738,C,Naypyitaw,Sports and travel,71.92,5,359.6,17.98,377.58,17.98,4.761904762,4.3,Member,Male,Credit card,1/17/2019,Thursday,January,15:05:00,Afternoon
734-91-1155,B,Mandalay,Electronic accessories,45.71,3,137.13,6.8565,143.9865,6.8565,4.761904762,7.7,Normal,Female,Credit card,3/26/2019,Tuesday,March,10:34:00,Morning
451-28-5717,C,Naypyitaw,Home and lifestyle,83.17,6,499.02,24.951,523.971,24.951,4.761904762,7.3,Member,Female,Cash,3/20/2019,Wednesday,March,11:23:00,Morning
609-81-8548,A,Yangon,Home and lifestyle,37.44,6,224.64,11.232,235.872,11.232,4.761904762,5.9,Member,Female,Credit card,2/6/2019,Wednesday,February,13:55:00,Afternoon
133-14-7229,C,Naypyitaw,Health and beauty,62.87,2,125.74,6.287,132.027,6.287,4.761904762,5,Normal,Male,Cash,1/1/2019,Tuesday,January,11:43:00,Morning
534-01-4457,A,Yangon,Food and beverages,81.71,6,490.26,24.513,514.773,24.513,4.761904762,8,Normal,Male,Credit card,1/27/2019,Sunday,January,14:36:00,Afternoon
719-89-8991,A,Yangon,Sports and travel,91.41,5,457.05,22.8525,479.9025,22.8525,4.761904762,7.1,Member,Female,Ewallet,2/25/2019,Monday,February,16:03:00,Afternoon
286-62-6248,B,Mandalay,Fashion accessories,39.21,4,156.84,7.842,164.682,7.842,4.761904762,9,Normal,Male,Credit card,1/16/2019,Wednesday,January,20:03:00,Evening
339-38-9982,B,Mandalay,Fashion accessories,59.86,2,119.72,5.986,125.706,5.986,4.761904762,6.7,Member,Male,Ewallet,1/13/2019,Sunday,January,14:55:00,Afternoon
827-44-5872,B,Mandalay,Food and beverages,54.36,10,543.6,27.18,570.78,27.18,4.761904762,6.1,Member,Female,Credit card,2/7/2019,Thursday,February,11:28:00,Morning
827-77-7633,A,Yangon,Sports and travel,98.09,9,882.81,44.1405,926.9505,44.1405,4.761904762,9.3,Normal,Male,Cash,2/17/2019,Sunday,February,19:41:00,Evening
287-83-1405,A,Yangon,Health and beauty,25.43,6,152.58,7.629,160.209,7.629,4.761904762,7,Normal,Male,Ewallet,2/12/2019,Tuesday,February,19:01:00,Evening
435-13-4908,A,Yangon,Fashion accessories,86.68,8,693.44,34.672,728.112,34.672,4.761904762,7.2,Member,Male,Credit card,1/24/2019,Thursday,January,18:04:00,Evening
857-67-9057,B,Mandalay,Electronic accessories,22.95,10,229.5,11.475,240.975,11.475,4.761904762,8.2,Normal,Male,Ewallet,2/6/2019,Wednesday,February,19:20:00,Evening
236-27-1144,C,Naypyitaw,Food and beverages,16.31,9,146.79,7.3395,154.1295,7.3395,4.761904762,8.4,Normal,Female,Ewallet,3/26/2019,Tuesday,March,10:31:00,Morning
892-05-6689,A,Yangon,Home and lifestyle,28.32,5,141.6,7.08,148.68,7.08,4.761904762,6.2,Normal,Female,Ewallet,3/11/2019,Monday,March,13:28:00,Afternoon
583-41-4548,C,Naypyitaw,Home and lifestyle,16.67,7,116.69,5.8345,122.5245,5.8345,4.761904762,7.4,Normal,Male,Ewallet,2/7/2019,Thursday,February,11:36:00,Morning
339-12-4827,B,Mandalay,Fashion accessories,73.96,1,73.96,3.698,77.658,3.698,4.761904762,5,Member,Female,Credit card,1/5/2019,Saturday,January,11:32:00,Morning
643-38-7867,A,Yangon,Home and lifestyle,97.94,1,97.94,4.897,102.837,4.897,4.761904762,6.9,Normal,Male,Ewallet,3/7/2019,Thursday,March,11:44:00,Morning
308-81-0538,A,Yangon,Fashion accessories,73.05,4,292.2,14.61,306.81,14.61,4.761904762,4.9,Normal,Female,Credit card,2/25/2019,Monday,February,17:16:00,Afternoon
358-88-9262,C,Naypyitaw,Food and beverages,87.48,6,524.88,26.244,551.124,26.244,4.761904762,5.1,Member,Female,Ewallet,2/1/2019,Friday,February,18:43:00,Evening
460-35-4390,A,Yangon,Home and lifestyle,30.68,3,92.04,4.602,96.642,4.602,4.761904762,9.1,Normal,Male,Ewallet,1/22/2019,Tuesday,January,11:00:00,Morning
343-87-0864,C,Naypyitaw,Health and beauty,75.88,1,75.88,3.794,79.674,3.794,4.761904762,7.1,Member,Male,Credit card,1/3/2019,Thursday,January,10:30:00,Morning
173-50-1108,B,Mandalay,Sports and travel,20.18,4,80.72,4.036,84.756,4.036,4.761904762,5,Member,Female,Credit card,2/13/2019,Wednesday,February,12:14:00,Afternoon
243-47-2663,C,Naypyitaw,Electronic accessories,18.77,6,112.62,5.631,118.251,5.631,4.761904762,5.5,Member,Male,Credit card,1/28/2019,Monday,January,16:43:00,Afternoon
841-18-8232,B,Mandalay,Food and beverages,71.2,1,71.2,3.56,74.76,3.56,4.761904762,9.2,Normal,Female,Credit card,1/5/2019,Saturday,January,20:40:00,Evening
701-23-5550,B,Mandalay,Home and lifestyle,38.81,4,155.24,7.762,163.002,7.762,4.761904762,4.9,Member,Male,Ewallet,3/19/2019,Tuesday,March,13:40:00,Afternoon
647-50-1224,A,Yangon,Fashion accessories,29.42,10,294.2,14.71,308.91,14.71,4.761904762,8.9,Normal,Female,Ewallet,1/12/2019,Saturday,January,16:23:00,Afternoon
541-48-8554,A,Yangon,Sports and travel,60.95,9,548.55,27.4275,575.9775,27.4275,4.761904762,6,Normal,Male,Credit card,1/7/2019,Monday,January,12:08:00,Afternoon
539-21-7227,B,Mandalay,Sports and travel,51.54,5,257.7,12.885,270.585,12.885,4.761904762,4.2,Normal,Female,Cash,1/26/2019,Saturday,January,17:45:00,Afternoon
213-32-1216,A,Yangon,Electronic accessories,66.06,6,396.36,19.818,416.178,19.818,4.761904762,7.3,Normal,Female,Cash,1/23/2019,Wednesday,January,10:28:00,Morning
747-58-7183,B,Mandalay,Fashion accessories,57.27,3,171.81,8.5905,180.4005,8.5905,4.761904762,6.5,Normal,Male,Ewallet,2/9/2019,Saturday,February,20:31:00,Evening
582-52-8065,B,Mandalay,Fashion accessories,54.31,9,488.79,24.4395,513.2295,24.4395,4.761904762,8.9,Normal,Female,Cash,2/22/2019,Friday,February,10:49:00,Morning
210-57-1719,B,Mandalay,Health and beauty,58.24,9,524.16,26.208,550.368,26.208,4.761904762,9.7,Normal,Female,Cash,2/5/2019,Tuesday,February,12:34:00,Afternoon
399-69-4630,C,Naypyitaw,Electronic accessories,22.21,6,133.26,6.663,139.923,6.663,4.761904762,8.6,Normal,Male,Credit card,3/7/2019,Thursday,March,10:23:00,Morning
134-75-2619,A,Yangon,Electronic accessories,19.32,7,135.24,6.762,142.002,6.762,4.761904762,6.9,Member,Male,Cash,3/25/2019,Monday,March,18:51:00,Evening
356-44-8813,B,Mandalay,Home and lifestyle,37.48,3,112.44,5.622,118.062,5.622,4.761904762,7.7,Normal,Male,Credit card,1/20/2019,Sunday,January,13:45:00,Afternoon
198-66-9832,B,Mandalay,Fashion accessories,72.04,2,144.08,7.204,151.284,7.204,4.761904762,9.5,Member,Female,Cash,2/4/2019,Monday,February,19:38:00,Evening
283-26-5248,C,Naypyitaw,Food and beverages,98.52,10,985.2,49.26,1034.46,49.26,4.761904762,4.5,Member,Female,Ewallet,1/30/2019,Wednesday,January,20:23:00,Evening
712-39-0363,A,Yangon,Food and beverages,41.66,6,249.96,12.498,262.458,12.498,4.761904762,5.6,Member,Male,Ewallet,1/2/2019,Wednesday,January,15:24:00,Afternoon
218-59-9410,A,Yangon,Home and lifestyle,72.42,3,217.26,10.863,228.123,10.863,4.761904762,8.2,Member,Female,Ewallet,3/29/2019,Friday,March,16:54:00,Afternoon
174-75-0888,B,Mandalay,Electronic accessories,21.58,9,194.22,9.711,203.931,9.711,4.761904762,7.3,Normal,Male,Cash,3/14/2019,Thursday,March,12:32:00,Afternoon
866-99-7614,C,Naypyitaw,Food and beverages,89.2,10,892,44.6,936.6,44.6,4.761904762,4.4,Normal,Male,Credit card,2/11/2019,Monday,February,15:42:00,Afternoon
134-54-4720,B,Mandalay,Electronic accessories,42.42,8,339.36,16.968,356.328,16.968,4.761904762,5.7,Normal,Female,Ewallet,1/30/2019,Wednesday,January,13:58:00,Afternoon
760-90-2357,A,Yangon,Electronic accessories,74.51,6,447.06,22.353,469.413,22.353,4.761904762,5,Member,Male,Ewallet,3/20/2019,Wednesday,March,15:08:00,Afternoon
514-37-2845,B,Mandalay,Fashion accessories,99.25,2,198.5,9.925,208.425,9.925,4.761904762,9,Normal,Male,Cash,3/20/2019,Wednesday,March,13:02:00,Afternoon
698-98-5964,A,Yangon,Food and beverages,81.21,10,812.1,40.605,852.705,40.605,4.761904762,6.3,Normal,Female,Credit card,1/17/2019,Thursday,January,13:01:00,Afternoon
718-57-9773,C,Naypyitaw,Sports and travel,49.33,10,493.3,24.665,517.965,24.665,4.761904762,9.4,Normal,Female,Credit card,2/3/2019,Sunday,February,16:40:00,Afternoon
651-88-7328,A,Yangon,Fashion accessories,65.74,9,591.66,29.583,621.243,29.583,4.761904762,7.7,Normal,Female,Cash,1/1/2019,Tuesday,January,13:55:00,Afternoon
241-11-2261,B,Mandalay,Fashion accessories,79.86,7,559.02,27.951,586.971,27.951,4.761904762,5.5,Normal,Female,Credit card,1/10/2019,Thursday,January,10:33:00,Morning
408-26-9866,C,Naypyitaw,Sports and travel,73.98,7,517.86,25.893,543.753,25.893,4.761904762,4.1,Normal,Female,Ewallet,3/2/2019,Saturday,March,16:42:00,Afternoon
834-83-1826,B,Mandalay,Home and lifestyle,82.04,5,410.2,20.51,430.71,20.51,4.761904762,7.6,Member,Female,Credit card,2/25/2019,Monday,February,17:16:00,Afternoon
343-61-3544,B,Mandalay,Sports and travel,26.67,10,266.7,13.335,280.035,13.335,4.761904762,8.6,Member,Male,Cash,1/29/2019,Tuesday,January,11:48:00,Morning
239-48-4278,A,Yangon,Food and beverages,10.13,7,70.91,3.5455,74.4555,3.5455,4.761904762,8.3,Member,Male,Ewallet,3/10/2019,Sunday,March,19:35:00,Evening
355-34-6244,B,Mandalay,Food and beverages,72.39,2,144.78,7.239,152.019,7.239,4.761904762,8.1,Normal,Male,Credit card,1/13/2019,Sunday,January,19:55:00,Evening
550-84-8664,A,Yangon,Sports and travel,85.91,5,429.55,21.4775,451.0275,21.4775,4.761904762,8.6,Normal,Male,Credit card,3/22/2019,Friday,March,14:33:00,Afternoon
339-96-8318,B,Mandalay,Fashion accessories,81.31,7,569.17,28.4585,597.6285,28.4585,4.761904762,6.3,Member,Male,Ewallet,3/1/2019,Friday,March,19:49:00,Evening
458-61-0011,B,Mandalay,Food and beverages,60.3,4,241.2,12.06,253.26,12.06,4.761904762,5.8,Normal,Male,Cash,2/20/2019,Wednesday,February,18:43:00,Evening
592-34-6155,C,Naypyitaw,Food and beverages,31.77,4,127.08,6.354,133.434,6.354,4.761904762,6.2,Normal,Male,Ewallet,1/14/2019,Monday,January,14:43:00,Afternoon
797-88-0493,A,Yangon,Health and beauty,64.27,4,257.08,12.854,269.934,12.854,4.761904762,7.7,Normal,Female,Cash,3/26/2019,Tuesday,March,13:54:00,Afternoon
207-73-1363,B,Mandalay,Health and beauty,69.51,2,139.02,6.951,145.971,6.951,4.761904762,8.1,Normal,Male,Ewallet,3/1/2019,Friday,March,12:15:00,Afternoon
390-31-6381,C,Naypyitaw,Food and beverages,27.22,3,81.66,4.083,85.743,4.083,4.761904762,7.3,Normal,Male,Cash,1/7/2019,Monday,January,12:37:00,Afternoon
443-82-0585,A,Yangon,Health and beauty,77.68,4,310.72,15.536,326.256,15.536,4.761904762,8.4,Member,Female,Cash,2/1/2019,Friday,February,19:54:00,Evening
339-18-7061,C,Naypyitaw,Fashion accessories,92.98,2,185.96,9.298,195.258,9.298,4.761904762,8,Member,Female,Credit card,2/13/2019,Wednesday,February,15:06:00,Afternoon
359-90-3665,B,Mandalay,Fashion accessories,18.08,4,72.32,3.616,75.936,3.616,4.761904762,9.5,Member,Female,Credit card,1/14/2019,Monday,January,18:03:00,Evening
375-72-3056,B,Mandalay,Sports and travel,63.06,3,189.18,9.459,198.639,9.459,4.761904762,7,Normal,Male,Ewallet,1/19/2019,Saturday,January,15:58:00,Afternoon
127-47-6963,A,Yangon,Health and beauty,51.71,4,206.84,10.342,217.182,10.342,4.761904762,9.8,Normal,Male,Credit card,3/9/2019,Saturday,March,13:53:00,Afternoon
278-86-2735,A,Yangon,Food and beverages,52.34,3,157.02,7.851,164.871,7.851,4.761904762,9.2,Normal,Female,Cash,3/27/2019,Wednesday,March,14:03:00,Afternoon
695-28-6250,A,Yangon,Sports and travel,43.06,5,215.3,10.765,226.065,10.765,4.761904762,7.7,Normal,Female,Ewallet,2/4/2019,Monday,February,16:38:00,Afternoon
379-17-6588,C,Naypyitaw,Fashion accessories,59.61,10,596.1,29.805,625.905,29.805,4.761904762,5.3,Normal,Male,Cash,3/14/2019,Thursday,March,11:07:00,Morning
227-50-3718,A,Yangon,Health and beauty,14.62,5,73.1,3.655,76.755,3.655,4.761904762,4.4,Normal,Male,Cash,3/4/2019,Monday,March,12:23:00,Afternoon
302-15-2162,C,Naypyitaw,Health and beauty,46.53,6,279.18,13.959,293.139,13.959,4.761904762,4.3,Member,Male,Credit card,3/3/2019,Sunday,March,10:54:00,Morning
788-07-8452,C,Naypyitaw,Home and lifestyle,24.24,7,169.68,8.484,178.164,8.484,4.761904762,9.4,Member,Female,Ewallet,1/27/2019,Sunday,January,17:38:00,Afternoon
560-49-6611,A,Yangon,Sports and travel,45.58,1,45.58,2.279,47.859,2.279,4.761904762,9.8,Member,Female,Cash,2/7/2019,Thursday,February,14:13:00,Afternoon
880-35-0356,A,Yangon,Sports and travel,75.2,3,225.6,11.28,236.88,11.28,4.761904762,4.8,Member,Female,Ewallet,2/5/2019,Tuesday,February,11:51:00,Morning
585-11-6748,B,Mandalay,Sports and travel,96.8,3,290.4,14.52,304.92,14.52,4.761904762,5.3,Member,Male,Cash,3/15/2019,Friday,March,13:05:00,Afternoon
470-31-3286,B,Mandalay,Health and beauty,14.82,3,44.46,2.223,46.683,2.223,4.761904762,8.7,Normal,Male,Credit card,3/1/2019,Friday,March,11:30:00,Morning
152-68-2907,A,Yangon,Food and beverages,52.2,3,156.6,7.83,164.43,7.83,4.761904762,9.5,Normal,Male,Credit card,2/15/2019,Friday,February,13:30:00,Afternoon
123-35-4896,C,Naypyitaw,Sports and travel,46.66,9,419.94,20.997,440.937,20.997,4.761904762,5.3,Normal,Female,Ewallet,2/17/2019,Sunday,February,19:11:00,Evening
258-69-7810,C,Naypyitaw,Fashion accessories,36.85,5,184.25,9.2125,193.4625,9.2125,4.761904762,9.2,Normal,Female,Cash,1/26/2019,Saturday,January,18:53:00,Evening
334-64-2006,A,Yangon,Home and lifestyle,70.32,2,140.64,7.032,147.672,7.032,4.761904762,9.6,Member,Female,Ewallet,3/24/2019,Sunday,March,14:22:00,Afternoon
219-61-4139,C,Naypyitaw,Electronic accessories,83.08,1,83.08,4.154,87.234,4.154,4.761904762,6.4,Normal,Male,Ewallet,1/23/2019,Wednesday,January,17:16:00,Afternoon
881-41-7302,C,Naypyitaw,Fashion accessories,64.99,1,64.99,3.2495,68.2395,3.2495,4.761904762,4.5,Normal,Female,Credit card,1/26/2019,Saturday,January,10:06:00,Morning
373-09-4567,C,Naypyitaw,Food and beverages,77.56,10,775.6,38.78,814.38,38.78,4.761904762,6.9,Normal,Male,Ewallet,3/14/2019,Thursday,March,20:35:00,Evening
